Seq	SOMAS_ID_round1	SOMAS_ID_round2	SeqId	SomaId	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	Organism	Type	ensembl_gene_id	mmusculus_homolog_ensembl_gene	chromosome_name	start_position	end_position	external_gene_name	Notes	chromosome_number	updated	best_position	Originalplex
2835-1	XRCC6.2835.1.4	XRCC6.2835.1.4	2835-1_4	SL004301	X-ray repair cross-complementing protein 6	Ku70	P12956	2547	XRCC6	Human	Protein	ENSG00000196419	ENSMUSG00000022471	22	42017123	42060044	XRCC6	Build 37	22	0	1	1
2836-68	LCN2.2836.68.2	LCN2.2836.68.2	2836-68_2	SL000695	Neutrophil gelatinase-associated lipocalin	Lipocalin 2	P80188	3934	LCN2	Human	Protein	ENSG00000148346	ENSMUSG00000026822	9	130911350	130915734	LCN2	Build 37	9	0	1	1
2837-3	MET.2837.3.2	MET.2837.3.2	2837-3_2	SL000134	Hepatocyte growth factor receptor	Met	P08581	4233	MET	Human	Protein	ENSG00000105976	ENSMUSG00000009376	7	116312444	116438440	MET	Build 37	7	0	1	1
2838-53	MMP17.2838.53.1	MMP17.2838.53.1	2838-53_1	SL003332	Matrix metalloproteinase-17	MMP-17	Q9ULZ9	4326	MMP17	Human	Protein	ENSG00000198598	ENSMUSG00000029436	12	132312938	132336328	MMP17	Build 37	12	0	1	1
2839-2	TNFSF4.2839.2.1	TNFSF4.2839.2.1	2839-2_1	SL004649	Tumor necrosis factor ligand superfamily member 4	OX40 Ligand	P23510	7292	TNFSF4	Human	Protein	ENSG00000117586	ENSMUSG00000026700	1	173152873	173176452	TNFSF4	Build 37	1	0	1	1
2841-13	FRZB.2841.13.2	FRZB.2841.13.2	2841-13_2	SL004650	Secreted frizzled-related protein 3	sFRP-3	Q92765	2487	FRZB	Human	Protein	ENSG00000162998	ENSMUSG00000027004	2	183698002	183731890	FRZB	Build 37	2	0	1	1
2843-13	SPINT2.2843.13.2	SPINT2.2843.13.2	2843-13_2	SL001897	Kunitz-type protease inhibitor 2	SPINT2	O43291	10653	SPINT2	Human	Protein	ENSG00000167642	ENSMUSG00000074227	19	38734675	38783254	SPINT2	Build 37	19	0	1	1
2844-53	TIE1.2844.53.2	TIE1.2844.53.2	2844-53_2	SL003199	Tyrosine-protein kinase receptor Tie-1, soluble	sTie-1	P35590	7075	TIE1	Human	Protein	ENSG00000066056	ENSMUSG00000033191	1	43766664	43788779	TIE1	Build 37	1	0	1	1
2846-24	RPS27A.2846.24.2	RPS27A.2846.24.2	2846-24_2	SL000605	Ubiquitin+1, truncated mutation for UbB	Ubiquitin+1	P62979	6233	RPS27A	Human	Protein	ENSG00000143947	ENSMUSG00000020460	2	55459039	55462989	RPS27A	Build 37	2	0	1	1
2848-2	WIF1.2848.2.2	WIF1.2848.2.2	2848-2_2	SL004652	Wnt inhibitory factor 1	WIF-1	Q9Y5W5	11197	WIF1	Human	Protein	ENSG00000156076	ENSMUSG00000020218	12	65444406	65515346	WIF1	Build 37	12	0	1	1
2849-49	AIF1.2849.49.1	AIF1.2849.49.1	2849-49_1	SL004768	Allograft inflammatory factor 1	AIF1	P55008	199	AIF1	Human	Protein	ENSG00000204472	ENSMUSG00000024397	6	31582961	31584798	AIF1	Build 37	6	0	1	1
2849-49	AIF1.2849.49.1	AIF1.2849.49.1	2849-49_1	SL004768	Allograft inflammatory factor 1	AIF1	P55008	199	AIF1	Human	Protein	ENSG00000206428	NA	HSCHR6_MHC_QBL	31573205	31575042	AIF1	Build 37	6	0	0	1
2849-49	AIF1.2849.49.1	AIF1.2849.49.1	2849-49_1	SL004768	Allograft inflammatory factor 1	AIF1	P55008	199	AIF1	Human	Protein	ENSG00000234836	NA	HSCHR6_MHC_DBB	31565139	31566976	AIF1	Build 37	6	0	0	1
2849-49	AIF1.2849.49.1	AIF1.2849.49.1	2849-49_1	SL004768	Allograft inflammatory factor 1	AIF1	P55008	199	AIF1	Human	Protein	ENSG00000235588	NA	HSCHR6_MHC_SSTO	31572910	31574747	AIF1	Build 37	6	0	0	1
2849-49	AIF1.2849.49.1	AIF1.2849.49.1	2849-49_1	SL004768	Allograft inflammatory factor 1	AIF1	P55008	199	AIF1	Human	Protein	ENSG00000235985	NA	HSCHR6_MHC_MCF	31659258	31661095	AIF1	Build 37	6	0	0	1
2849-49	AIF1.2849.49.1	AIF1.2849.49.1	2849-49_1	SL004768	Allograft inflammatory factor 1	AIF1	P55008	199	AIF1	Human	Protein	ENSG00000237727	NA	HSCHR6_MHC_COX	31570375	31572212	AIF1	Build 37	6	0	0	1
2851-63	C5.2851.63.3	C5.2851.63.3	2851-63_3	SL000320	C5a anaphylatoxin	C5a	P01031	727	C5	Human	Protein	ENSG00000106804	ENSMUSG00000026874	9	123714616	123812554	C5	Build 37	9	0	1	1
2853-68	CHEK1.2853.68.2	CHEK1.2853.68.2	2853-68_2	SL006911	Serine/threonine-protein kinase Chk1	CHK1	O14757	1111	CHEK1	Human	Protein	ENSG00000149554	ENSMUSG00000032113	11	125495036	125546150	CHEK1	Build 37	11	0	1	1
2855-49	MAPK3.2855.49.2	MAPK3.2855.49.2	2855-49_2	SL000409	Mitogen-activated protein kinase 3	ERK-1	P27361	5595	MAPK3	Human	Protein	ENSG00000102882	ENSMUSG00000063065	16	30125426	30134827	MAPK3	Build 37	16	0	1	1
2857-70	NR3C1.2857.70.2	NR3C1.2857.70.2	2857-70_2	SL006914	Glucocorticoid receptor	Glucocorticoid receptor	P04150	2908	NR3C1	Human	Protein	ENSG00000113580	ENSMUSG00000024431	5	142657496	142815077	NR3C1	Build 37	5	0	1	1
2858-29	HAT1.2858.29.2	HAT1.2858.29.2	2858-29_2	SL004725	Histone acetyltransferase type B catalytic subunit	Hat1	O14929	8520	HAT1	Human	Protein	ENSG00000128708	ENSMUSG00000027018	2	172778958	172848599	HAT1	Build 37	2	0	1	1
2859-69	HDAC8.2859.69.2	HDAC8.2859.69.2	2859-69_2	SL004723	Histone deacetylase 8	HDAC8	Q9BY41	55869	HDAC8	Human	Protein	ENSG00000147099	ENSMUSG00000067567	X	71549366	71792953	HDAC8	Build 37	X	0	1	1
2859-69	HDAC8.2859.69.2	HDAC8.2859.69.2	2859-69_2	SL004723	Histone deacetylase 8	HDAC8	Q9BY41	55869	HDAC8	Human	Protein	ENSG00000268498	NA	HG1438_PATCH	71549366	71792953	HDAC8	Build 37	X	0	0	1
2860-19	KPNA2.2860.19.2	KPNA2.2860.19.2	2860-19_2	SL004718	Importin subunit alpha-1	Karyopherin-a2	P52292	3838	KPNA2	Human	Protein	ENSG00000182481	ENSMUSG00000066878	17	66031635	66042958	KPNA2	Build 37	17	0	1	1
2860-19	KPNA2.2860.19.2	KPNA2.2860.19.2	2860-19_2	SL004718	Importin subunit alpha-1	Karyopherin-a2	P52292	3838	KPNA2	Human	Protein	ENSG00000262472	NA	HG747_PATCH	66031635	66042958	KPNA2	Build 37	17	0	0	1
2864-2	MAP2K1.2864.2.3	MAP2K1.2864.2.3	2864-2_3	SL003793	Dual specificity mitogen-activated protein kinase kinase 1	MEK1	Q02750	5604	MAP2K1	Human	Protein	ENSG00000169032	ENSMUSG00000004936	15	66679155	66784650	MAP2K1	Build 37	15	0	1	1
2865-77	KAT6A.2865.77.2	KAT6A.2865.77.2	2865-77_2	SL004724	Histone acetyltransferase KAT6A	MOZ	Q92794	7994	KAT6A	Human	Protein	ENSG00000083168	ENSMUSG00000031540	8	41786997	41909508	KAT6A	Build 37	8	0	1	1
2867-52	AKT1.AKT2.AKT3.2867.52.2	AKT1.AKT2.AKT3.2867.52.2	2867-52_2	SL017614	RAC-alpha/beta/gamma serine/threonine-protein kinase	PKB a/b/g	P31749	207 208 10000	AKT1 AKT2 AKT3	Human	Protein	ENSG00000142208	ENSMUSG00000001729	14	105235686	105262088	AKT1	Build 37	14	0	1	0
2867-52	AKT1.AKT2.AKT3.2867.52.2	AKT1.AKT2.AKT3.2867.52.2	2867-52_2	SL017614	RAC-alpha/beta/gamma serine/threonine-protein kinase	PKB a/b/g	P31751	207 208 10000	AKT1 AKT2 AKT3	Human	Protein	ENSG00000105221	ENSMUSG00000004056	19	40736224	40791443	AKT2	Build 37	19	0	1	0
2867-52	AKT1.AKT2.AKT3.2867.52.2	AKT1.AKT2.AKT3.2867.52.2	2867-52_2	SL017614	RAC-alpha/beta/gamma serine/threonine-protein kinase	PKB a/b/g	Q9Y243	207 208 10000	AKT1 AKT2 AKT3	Human	Protein	ENSG00000117020	ENSMUSG00000019699	1	243651535	244014381	AKT3	Build 37	1	0	1	0
2869-68	PRKCD.2869.68.3	PRKCD.2869.68.3	2869-68_3	SL000554	Protein kinase C delta type	PKC-D	Q05655	5580	PRKCD	Human	Protein	ENSG00000163932	ENSMUSG00000021948	3	53190025	53226733	PRKCD	Build 37	3	0	1	1
2870-29	RAC1.2870.29.2	RAC1.2870.29.2	2870-29_2	SL004009	Ras-related C3 botulinum toxin substrate 1	RAC1	P63000	5879	RAC1	Human	Protein	ENSG00000136238	ENSMUSG00000001847	7	6414154	6443608	RAC1	Build 37	7	0	1	1
2871-73	RAD51.2871.73.2	RAD51.2871.73.2	2871-73_2	SL006922	DNA repair protein RAD51 homolog 1	RAD51	Q06609	5888	RAD51	Human	Protein	ENSG00000051180	ENSMUSG00000027323	15	40986972	41024354	RAD51	Build 37	15	0	1	1
2875-15	TBP.2875.15.2	TBP.2875.15.2	2875-15_2	SL006923	TATA-box-binding protein	TBP	P20226	6908	TBP	Human	Protein	ENSG00000112592	ENSMUSG00000014767	6	170863390	170881958	TBP	Build 37	6	0	1	1
2876-74	TOP1.2876.74.2	TOP1.2876.74.2	2876-74_2	SL004305	DNA topoisomerase 1	Topoisomerase I	P11387	7150	TOP1	Human	Protein	ENSG00000198900	ENSMUSG00000070544	20	39657458	39753127	TOP1	Build 37	20	0	1	1
2877-3	UBE2I.2877.3.1	UBE2I.2877.3.1	2877-3_1	SL004306	SUMO-conjugating enzyme UBC9	UBC9	P63279	7329	UBE2I	Human	Protein	ENSG00000103275	ENSMUSG00000015120	16	1355548	1377019	UBE2I	Build 37	16	0	1	1
2878-66	YES1.2878.66.2	YES1.2878.66.2	2878-66_2	SL006372	Tyrosine-protein kinase Yes	YES	P07947	7525	YES1	Human	Protein	ENSG00000176105	ENSMUSG00000014932	18	721588	812547	YES1	Build 37	18	0	1	1
2879-9	SERPINA3.2879.9.2	SERPINA3.2879.9.2	2879-9_2	SL000248	Alpha-1-antichymotrypsin	a1-Antichymotrypsin	P01011	12	SERPINA3	Human	Protein	ENSG00000196136	ENSMUSG00000079013	14	95078714	95090392	SERPINA3	Build 37	14	0	1	1
2879-9	SERPINA3.2879.9.2	SERPINA3.2879.9.2	2879-9_2	SL000248	Alpha-1-antichymotrypsin	a1-Antichymotrypsin	P01011	12	SERPINA3	Human	Protein	ENSG00000196136	ENSMUSG00000041536	14	95078714	95090392	SERPINA3	Build 37	14	0	1	1
2879-9	SERPINA3.2879.9.2	SERPINA3.2879.9.2	2879-9_2	SL000248	Alpha-1-antichymotrypsin	a1-Antichymotrypsin	P01011	12	SERPINA3	Human	Protein	ENSG00000196136	ENSMUSG00000041481	14	95078714	95090392	SERPINA3	Build 37	14	0	1	1
2879-9	SERPINA3.2879.9.2	SERPINA3.2879.9.2	2879-9_2	SL000248	Alpha-1-antichymotrypsin	a1-Antichymotrypsin	P01011	12	SERPINA3	Human	Protein	ENSG00000196136	ENSMUSG00000066361	14	95078714	95090392	SERPINA3	Build 37	14	0	1	1
2879-9	SERPINA3.2879.9.2	SERPINA3.2879.9.2	2879-9_2	SL000248	Alpha-1-antichymotrypsin	a1-Antichymotrypsin	P01011	12	SERPINA3	Human	Protein	ENSG00000196136	ENSMUSG00000079012	14	95078714	95090392	SERPINA3	Build 37	14	0	1	1
2879-9	SERPINA3.2879.9.2	SERPINA3.2879.9.2	2879-9_2	SL000248	Alpha-1-antichymotrypsin	a1-Antichymotrypsin	P01011	12	SERPINA3	Human	Protein	ENSG00000196136	ENSMUSG00000021091	14	95078714	95090392	SERPINA3	Build 37	14	0	1	1
2879-9	SERPINA3.2879.9.2	SERPINA3.2879.9.2	2879-9_2	SL000248	Alpha-1-antichymotrypsin	a1-Antichymotrypsin	P01011	12	SERPINA3	Human	Protein	ENSG00000196136	ENSMUSG00000066363	14	95078714	95090392	SERPINA3	Build 37	14	0	1	1
2879-9	SERPINA3.2879.9.2	SERPINA3.2879.9.2	2879-9_2	SL000248	Alpha-1-antichymotrypsin	a1-Antichymotrypsin	P01011	12	SERPINA3	Human	Protein	ENSG00000196136	ENSMUSG00000079014	14	95078714	95090392	SERPINA3	Build 37	14	0	1	1
2879-9	SERPINA3.2879.9.2	SERPINA3.2879.9.2	2879-9_2	SL000248	Alpha-1-antichymotrypsin	a1-Antichymotrypsin	P01011	12	SERPINA3	Human	Protein	ENSG00000196136	ENSMUSG00000066364	14	95078714	95090392	SERPINA3	Build 37	14	0	1	1
2879-9	SERPINA3.2879.9.2	SERPINA3.2879.9.2	2879-9_2	SL000248	Alpha-1-antichymotrypsin	a1-Antichymotrypsin	P01011	12	SERPINA3	Human	Protein	ENSG00000196136	ENSMUSG00000058207	14	95078714	95090392	SERPINA3	Build 37	14	0	1	1
2888-49	C7.2888.49.2	C7.2888.49.2	2888-49_2	SL000323	Complement component C7	C7	P10643	730	C7	Human	Protein	ENSG00000112936	ENSMUSG00000079105	5	40909354	40983041	C7	Build 37	5	0	1	1
2889-37	CTF1.2889.37.2	CTF1.2889.37.2	2889-37_2	SL002783	Cardiotrophin-1	Cardiotrophin-1	Q16619	1489	CTF1	Human	Protein	ENSG00000150281	ENSMUSG00000042340	16	30907928	30914881	CTF1	Build 37	16	0	1	1
2890-59	CCL28.2890.59.2	CCL28.2890.59.2	2890-59_2	SL003303	C-C motif chemokine 28	CCL28	Q9NRJ3	56477	CCL28	Human	Protein	ENSG00000151882	ENSMUSG00000074715	5	43376747	43412493	CCL28	Build 37	5	0	1	1
2891-1	CD22.2891.1.3	CD22.2891.1.3	2891-1_3	SL004330	B-cell receptor CD22	CD22	P20273	933	CD22	Human	Protein	ENSG00000012124	ENSMUSG00000030577	19	35810164	35838258	CD22	Build 37	19	0	1	1
2900-53	CCL14.2900.53.3	CCL14.2900.53.3	2900-53_3	SL003329	C-C motif chemokine 14	HCC-1	Q16627	6358	CCL14	Human	Protein	ENSG00000213494	NA	17	34310327	34329100	CCL14	Build 37	17	0	1	1
2906-55	IL4.2906.55.3	IL4.2906.55.3	2906-55_3	SL000480	Interleukin-4	IL-4	P05112	3565	IL4	Human	Protein	ENSG00000113520	ENSMUSG00000000869	5	132009678	132018368	IL4	Build 37	5	0	1	1
2911-27	MDK.2911.27.2	MDK.2911.27.2	2911-27_2	SL002621	Midkine	Midkine	P21741	4192	MDK	Human	Protein	ENSG00000110492	ENSMUSG00000027239	11	46402306	46405375	MDK	Build 37	11	0	1	1
2913-1	CCL23.2913.1.2	CCL23.2913.1.2	2913-1_2	SL003302	C-C motif chemokine 23	MPIF-1	P55773	6368	CCL23	Human	Protein	ENSG00000167236	ENSMUSG00000018927	17	34340096	34345005	CCL23	Build 37	17	0	1	1
2913-1	CCL23.2913.1.2	CCL23.2913.1.2	2913-1_2	SL003302	C-C motif chemokine 23	MPIF-1	P55773	6368	CCL23	Human	Protein	ENSG00000167236	ENSMUSG00000019122	17	34340096	34345005	CCL23	Build 37	17	0	1	1
2914-65	PPBP.2914.65.3	PPBP.2914.65.3	2914-65_3	SL003191	Neutrophil-activating peptide 2	NAP-2	P02775	5473	PPBP	Human	Protein	ENSG00000163736	ENSMUSG00000029372	4	74852755	74853914	PPBP	Build 37	4	0	1	0
2915-6	PCNA.2915.6.2	PCNA.2915.6.2	2915-6_2	SL000131	Proliferating cell nuclear antigen	PCNA	P12004	5111	PCNA	Human	Protein	ENSG00000132646	ENSMUSG00000067608	20	5095599	5107272	PCNA	Build 37	20	0	1	1
2915-6	PCNA.2915.6.2	PCNA.2915.6.2	2915-6_2	SL000131	Proliferating cell nuclear antigen	PCNA	P12004	5111	PCNA	Human	Protein	ENSG00000132646	ENSMUSG00000027342	20	5095599	5107272	PCNA	Build 37	20	0	1	1
2917-3	TNFSF11.2917.3.2	TNFSF11.2917.3.2	2917-3_2	SL002541	Tumor necrosis factor ligand superfamily member 11	sRANKL	O14788	8600	TNFSF11	Human	Protein	ENSG00000120659	ENSMUSG00000022015	13	43136872	43182149	TNFSF11	Build 37	13	0	1	1
2925-9	SERPINE1.2925.9.1	SERPINE1.2925.9.1	2925-9_1	SL000006	Plasminogen activator inhibitor 1	PAI-1	P05121	5054	SERPINE1	Human	Protein	ENSG00000106366	ENSMUSG00000037411	7	100770370	100782547	SERPINE1	Build 37	7	0	1	1
2937-10	APOE.2937.10.2	APOE.2937.10.2	2937-10_2	SL004668	Apolipoprotein E (isoform E3)	Apo E3	P02649	348	APOE	Human	Protein	ENSG00000130203	ENSMUSG00000002985	19	45409011	45412650	APOE	Build 37	19	0	1	1
2938-55	APOE.2938.55.2	APOE.2938.55.2	2938-55_2	SL004669	Apolipoprotein E (isoform E4)	Apo E4	P02649	348	APOE	Human	Protein	ENSG00000130203	ENSMUSG00000002985	19	45409011	45412650	APOE	Build 37	19	0	1	1
2939-10	ARTN.2939.10.2	ARTN.2939.10.2	2939-10_2	SL004670	Artemin	Artemin	Q5T4W7	9048	ARTN	Human	Protein	ENSG00000117407	ENSMUSG00000028539	1	44398992	44402913	ARTN	Build 37	1	0	1	1
2942-50	CYCS.2942.50.2	CYCS.2942.50.2	2942-50_2	SL000396	Cytochrome c	Cytochrome c	P99999	54205	CYCS	Human	Protein	ENSG00000172115	ENSMUSG00000062038	7	25159710	25164980	CYCS	Build 37	7	0	1	1
2943-5	CYP3A4.2943.5.2	CYP3A4.2943.5.2	2943-5_2	SL000398	Cytochrome P450 3A4	Cytochrome P450 3A4	P08684	1576	CYP3A4	Human	Protein	ENSG00000160868	ENSMUSG00000075551	7	99354604	99381888	CYP3A4	Build 37	7	0	1	1
2943-5	CYP3A4.2943.5.2	CYP3A4.2943.5.2	2943-5_2	SL000398	Cytochrome P450 3A4	Cytochrome P450 3A4	P08684	1576	CYP3A4	Human	Protein	ENSG00000160868	ENSMUSG00000029630	7	99354604	99381888	CYP3A4	Build 37	7	0	1	1
2943-5	CYP3A4.2943.5.2	CYP3A4.2943.5.2	2943-5_2	SL000398	Cytochrome P450 3A4	Cytochrome P450 3A4	P08684	1576	CYP3A4	Human	Protein	ENSG00000160868	ENSMUSG00000056035	7	99354604	99381888	CYP3A4	Build 37	7	0	1	1
2943-5	CYP3A4.2943.5.2	CYP3A4.2943.5.2	2943-5_2	SL000398	Cytochrome P450 3A4	Cytochrome P450 3A4	P08684	1576	CYP3A4	Human	Protein	ENSG00000160868	ENSMUSG00000075552	7	99354604	99381888	CYP3A4	Build 37	7	0	1	1
2943-5	CYP3A4.2943.5.2	CYP3A4.2943.5.2	2943-5_2	SL000398	Cytochrome P450 3A4	Cytochrome P450 3A4	P08684	1576	CYP3A4	Human	Protein	ENSG00000160868	ENSMUSG00000070419	7	99354604	99381888	CYP3A4	Build 37	7	0	1	1
2943-5	CYP3A4.2943.5.2	CYP3A4.2943.5.2	2943-5_2	SL000398	Cytochrome P450 3A4	Cytochrome P450 3A4	P08684	1576	CYP3A4	Human	Protein	ENSG00000160868	ENSMUSG00000061292	7	99354604	99381888	CYP3A4	Build 37	7	0	1	1
2943-5	CYP3A4.2943.5.2	CYP3A4.2943.5.2	2943-5_2	SL000398	Cytochrome P450 3A4	Cytochrome P450 3A4	P08684	1576	CYP3A4	Human	Protein	ENSG00000160868	ENSMUSG00000038656	7	99354604	99381888	CYP3A4	Build 37	7	0	1	1
2943-5	CYP3A4.2943.5.2	CYP3A4.2943.5.2	2943-5_2	SL000398	Cytochrome P450 3A4	Cytochrome P450 3A4	P08684	1576	CYP3A4	Human	Protein	ENSG00000160868	ENSMUSG00000029727	7	99354604	99381888	CYP3A4	Build 37	7	0	1	1
2943-5	CYP3A4.2943.5.2	CYP3A4.2943.5.2	2943-5_2	SL000398	Cytochrome P450 3A4	Cytochrome P450 3A4	P08684	1576	CYP3A4	Human	Protein	ENSG00000160868	ENSMUSG00000054417	7	99354604	99381888	CYP3A4	Build 37	7	0	1	1
2944-66	NBL1.2944.66.2	NBL1.2944.66.2	2944-66_2	SL005156	Neuroblastoma suppressor of tumorigenicity 1	DAN	P41271	4681	NBL1	Human	Protein	ENSG00000158747	ENSMUSG00000041120	1	19967048	19984945	NBL1	Build 37	1	0	1	1
2945-25	ESR1.2945.25.1	ESR1.2945.25.1	2945-25_1	SL000007	Estrogen receptor	ER	P03372	2099	ESR1	Human	Protein	ENSG00000091831	ENSMUSG00000019768	6	151977826	152450754	ESR1	Build 37	6	0	1	1
2946-52	CFD.2946.52.2	CFD.2946.52.2	2946-52_2	SL003327	Complement factor D	Factor D	P00746	1675	CFD	Human	Protein	ENSG00000197766	ENSMUSG00000061780	19	859453	863453	CFD	Build 37	19	0	1	1
2948-58	GHR.2948.58.2	GHR.2948.58.2	2948-58_2	SL005168	Growth hormone receptor	Growth hormone receptor	P10912	2690	GHR	Human	Protein	ENSG00000112964	ENSMUSG00000055737	5	42423879	42721979	GHR	Build 37	5	0	1	1
2949-6	PLA2G10.2949.6.2	PLA2G10.2949.6.2	2949-6_2	SL004067	Group 10 secretory phospholipase A2	GX	O15496	8399	PLA2G10	Human	Protein	ENSG00000069764	ENSMUSG00000022683	16	14766405	14788526	PLA2G10	Build 37	16	0	1	1
2950-57	IGFBP4.2950.57.2	IGFBP4.2950.57.2	2950-57_2	SL005171	Insulin-like growth factor-binding protein 4	IGFBP-4	P22692	3487	IGFBP4	Human	Protein	ENSG00000141753	ENSMUSG00000017493	17	38599702	38613983	IGFBP4	Build 37	17	0	1	1
2952-75	IGF1.2952.75.2	IGF1.2952.75.2	2952-75_2	SL000047	Insulin-like growth factor I	IGF-I	P05019	3479	IGF1	Human	Protein	ENSG00000017427	ENSMUSG00000020053	12	102789645	102874423	IGF1	Build 37	12	0	1	1
2953-31	CGA.LHB.2953.31.2	CGA.LHB.2953.31.2	2953-31_2	SL000506	Luteinizing hormone	Luteinizing hormone	P01215	1081 3972	CGA LHB	Human	Protein	ENSG00000135346	ENSMUSG00000028298	6	87795216	87804824	CGA	Build 37	6	0	1	1
2953-31	CGA.LHB.2953.31.2	CGA.LHB.2953.31.2	2953-31_2	SL000506	Luteinizing hormone	Luteinizing hormone	P01229	1081 3972	CGA LHB	Human	Protein	ENSG00000104826	ENSMUSG00000038194	19	49519237	49520338	LHB	Build 37	19	0	1	1
2954-56	MMP8.2954.56.2	MMP8.2954.56.2	2954-56_2	SL000526	Neutrophil collagenase	MMP-8	P22894	4317	MMP8	Human	Protein	ENSG00000118113	ENSMUSG00000005800	11	102582526	102597781	MMP8	Build 37	11	0	1	1
2960-66	CFP.2960.66.2	CFP.2960.66.2	2960-66_2	SL003192	Properdin	Properdin	P27918	5199	CFP	Human	Protein	ENSG00000126759	ENSMUSG00000001128	X	47483612	47489704	CFP	Build 37	X	0	1	1
2961-1	PROC.2961.1.2	PROC.2961.1.2	2961-1_2	SL000048	Vitamin K-dependent protein C	Protein C	P04070	5624	PROC	Human	Protein	ENSG00000115718	ENSMUSG00000024386	2	128176003	128186822	PROC	Build 37	2	0	1	1
2962-50	PTHLH.2962.50.2	PTHLH.2962.50.2	2962-50_2	SL002561	Parathyroid hormone-related protein	PTHrP	P12272	5744	PTHLH	Human	Protein	ENSG00000087494	ENSMUSG00000048776	12	28111017	28125638	PTHLH	Build 37	12	0	1	1
2966-65	CLEC11A.2966.65.2	CLEC11A.2966.65.2	2966-65_2	SL004362	Stem Cell Growth Factor-beta	SCGF-beta	Q9Y240	6320	CLEC11A	Human	Protein	ENSG00000105472	ENSMUSG00000004473	19	51226586	51228974	CLEC11A	Build 37	19	0	1	1
2967-8	VCAM1.2967.8.1	VCAM1.2967.8.1	2967-8_1	SL001720	Vascular cell adhesion protein 1	VCAM-1	P19320	7412	VCAM1	Human	Protein	ENSG00000162692	ENSMUSG00000027962	1	101185298	101204601	VCAM1	Build 37	1	0	1	1
2968-61	TNFSF15.2968.61.1	TNFSF15.2968.61.1	2968-61_1	SL004686	Tumor necrosis factor ligand superfamily member 15	TNFSF15	O95150	9966	TNFSF15	Human	Protein	ENSG00000181634	ENSMUSG00000050395	9	117546915	117568406	TNFSF15	Build 37	9	0	1	1
2969-11	ACVRL1.2969.11.1	ACVRL1.2969.11.1	2969-11_1	SL004851	Serine/threonine-protein kinase receptor R3	ALK-1	P37023	94	ACVRL1	Human	Protein	ENSG00000139567	ENSMUSG00000000530	12	52300692	52317145	ACVRL1	Build 37	12	0	1	1
2970-60	AREG.2970.60.2	AREG.2970.60.2	2970-60_2	SL000136	Amphiregulin	AREG	P15514	374	AREG	Human	Protein	ENSG00000109321	ENSMUSG00000029378	4	75310851	75320726	AREG	Build 37	4	0	1	1
2972-57	BMP7.2972.57.2	BMP7.2972.57.2	2972-57_2	SL004078	Bone morphogenetic protein 7	BMP-7	P18075	655	BMP7	Human	Protein	ENSG00000101144	ENSMUSG00000008999	20	55743804	55841685	BMP7	Build 37	20	0	1	1
2973-15	CD36.2973.15.2	CD36.2973.15.2	2973-15_2	SL000668	Platelet glycoprotein 4	CD36 ANTIGEN	P16671	948	CD36	Human	Protein	ENSG00000135218	ENSMUSG00000002944	7	79998891	80308593	CD36	Build 37	7	0	1	1
2974-61	CNTN1.2974.61.2	CNTN1.2974.61.2	2974-61_2	SL004855	Contactin-1	contactin-1	Q12860	1272	CNTN1	Human	Protein	ENSG00000018236	ENSMUSG00000055022	12	41086244	41466220	CNTN1	Build 37	12	0	1	1
2975-19	CTGF.2975.19.2	CTGF.2975.19.2	2975-19_2	SL002655	Connective tissue growth factor	CTGF	P29279	1490	CTGF	Human	Protein	ENSG00000118523	ENSMUSG00000019997	6	132269316	132272513	CTGF	Build 37	6	0	1	1
2976-58	DSG1.2976.58.2	DSG1.2976.58.2	2976-58_2	SL004856	Desmoglein-1	Desmoglein-1	Q02413	1828	DSG1	Human	Protein	ENSG00000134760	ENSMUSG00000069441	18	28898052	28936992	DSG1	Build 37	18	0	1	1
2976-58	DSG1.2976.58.2	DSG1.2976.58.2	2976-58_2	SL004856	Desmoglein-1	Desmoglein-1	Q02413	1828	DSG1	Human	Protein	ENSG00000134760	ENSMUSG00000034774	18	28898052	28936992	DSG1	Build 37	18	0	1	1
2976-58	DSG1.2976.58.2	DSG1.2976.58.2	2976-58_2	SL004856	Desmoglein-1	Desmoglein-1	Q02413	1828	DSG1	Human	Protein	ENSG00000134760	ENSMUSG00000061928	18	28898052	28936992	DSG1	Build 37	18	0	1	1
2977-7	EDAR.2977.7.2	EDAR.2977.7.2	2977-7_2	SL004872	Tumor necrosis factor receptor superfamily member EDAR	EDAR	Q9UNE0	10913	EDAR	Human	Protein	ENSG00000135960	ENSMUSG00000003227	2	109510927	109605828	EDAR	Build 37	2	0	1	1
2979-8	CXCL5.2979.8.2	CXCL5.2979.8.2	2979-8_2	SL003169	C-X-C motif chemokine 5	ENA-78	P42830	6374	CXCL5	Human	Protein	ENSG00000163735	ENSMUSG00000029371	4	74861359	74864496	CXCL5	Build 37	4	0	1	1
2981-9	ESAM.2981.9.3	ESAM.2981.9.3	2981-9_3	SL005160	Endothelial cell-selective adhesion molecule	ESAM	Q96AP7	90952	ESAM	Human	Protein	ENSG00000149564	ENSMUSG00000001946	11	124622026	124632186	ESAM	Build 37	11	0	1	1
