chr	start	end	ensGene	UniProt	symbol	TargetFullName	extGene	Target	UniProts	SOMAMER_ID
18	45357922	45457515	ENSG00000175387	Q15796	SMAD2	Mothers against decapentaplegic homolog 2	SMAD2	SMAD2	Q15796	SMAD2.10364.6.3
18	47008028	47013622	ENSG00000177576	Q8TCD1	C18orf32	UPF0729 protein C18orf32	C18orf32	CR032	Q8TCD1	C18orf32.8236.8.3
18	48494410	48611415	ENSG00000141646	Q13485	SMAD4	Mothers against decapentaplegic homolog 4	SMAD4	SMAD4	Q13485	SMAD4.12022.12.3
18	51795774	51847636	ENSG00000101751	Q9UNA4	POLI	DNA polymerase iota	POLI	POLI	Q9UNA4	POLI.13536.56.3
18	52254988	52266724	ENSG00000178690	Q8N1N2	DYNAP	Dynactin-associated protein	DYNAP	CR026	Q8N1N2	DYNAP.10692.48.3
18	52385091	52562747	ENSG00000041353	O00194	RAB27B	Ras-related protein Rab-27B	RAB27B	RB27B	O00194	RAB27B.13596.3.3
18	55018044	55038962	ENSG00000177511	O43173	ST8SIA3	Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase	ST8SIA3	SIA8C	O43173	ST8SIA3.6929.10.3
18	56806709	56826068	ENSG00000166562	Q9BY50	SEC11C	Signal peptidase complex catalytic subunit SEC11C	SEC11C	SC11C	Q9BY50	SEC11C.10658.28.3
18	56887400	56898006	ENSG00000134443	P07492	GRP	Gastrin-releasing peptide	GRP	Gastrin-releasing peptide	P07492	GRP.5897.58.3
18	56887400	56898006	ENSG00000134443	P07492	GRP	Gastrin-releasing peptide	GRP	Gastrin-releasing peptide	P07492	GRP.8339.72.3
18	56887400	56898006	ENSG00000134443	P07492	GRP	Gastrin-releasing peptide	GRP	Gastrin-releasing peptide	P07492	GRP.8400.74.3
18	59992520	60058516	ENSG00000141655	Q9Y6Q6	TNFRSF11A	Tumor necrosis factor receptor superfamily member 11A	TNFRSF11A	RANK	Q9Y6Q6	TNFRSF11A.5424.55.3
18	59992520	60058516	ENSG00000141655	Q9Y6Q6	TNFRSF11A	Tumor necrosis factor receptor superfamily member 11A	TNFRSF11A	RANK	Q9Y6Q6	TNFRSF11A.8256.57.3
18	59992520	60058516	ENSG00000141655	Q9Y6Q6	TNFRSF11A	Tumor necrosis factor receptor superfamily member 11A	TNFRSF11A	RANK	Q9Y6Q6	TNFRSF11A.8316.36.3
18	60790579	60987361	ENSG00000171791	P10415	BCL2	Apoptosis regulator Bcl-2	BCL2	Bcl-2	P10415	BCL2.3412.7.1
18	61056423	61089716	ENSG00000119541	O75351	VPS4B	Vacuolar protein sorting-associated protein 4B	VPS4B	VPS4B	O75351	VPS4B.12668.7.3
18	63417488	63548638	ENSG00000081138	Q9ULB5	CDH7	Cadherin-7	CDH7	CADH7	Q9ULB5	CDH7.7959.34.3
18	67498394	67629039	ENSG00000150637	Q15762	CD226	CD226 antigen	CD226	CD226	Q15762	CD226.5062.60.3
18	67498394	67629039	ENSG00000150637	Q15762	CD226	CD226 antigen	CD226	CD226	Q15762	CD226.5721.1.3
18	70409549	70535381	ENSG00000166342	Q8TDF5	NETO1	Neuropilin and tolloid-like protein 1	NETO1	NETO1	Q8TDF5	NETO1.5639.49.3
18	71920530	71959251	ENSG00000166347	P00167	CYB5A	Cytochrome b5	CYB5A	Cytochrome b5	P00167	CYB5A.11287.14.3
18	72163051	72188366	ENSG00000133313	Q96KP4	CNDP2	Cytosolic non-specific dipeptidase	CNDP2	Glutamate carboxypeptidase	Q96KP4	CNDP2.3192.3.2
19	416583	460996	ENSG00000129946	P98077	SHC2	SHC-transforming protein 2	SHC2	SHC2	P98077	SHC2.14074.2.3
19	489176	505347	ENSG00000099866	Q13477	MADCAM1	Mucosal addressin cell adhesion molecule 1	MADCAM1	MAdCAM-1	Q13477	MADCAM1.11258.41.3
19	544034	549919	ENSG00000197540	P51124	GZMM	Granzyme M	GZMM	Granzyme M	P51124	GZMM.5704.74.3
19	571297	583493	ENSG00000172270	P35613	BSG	Basigin	BSG	BASI	P35613	BSG.3585.54.6
19	676392	683385	ENSG00000070404	O95633	FSTL3	Follistatin-related protein 3	FSTL3	FSTL3	O95633	FSTL3.3438.10.2
19	840963	848175	ENSG00000196415	P24158	PRTN3	Myeloblastin	PRTN3	Proteinase-3	P24158	PRTN3.13720.95.3
19	840963	848175	ENSG00000196415	P24158	PRTN3	Myeloblastin	PRTN3	Proteinase-3	P24158	PRTN3.3514.49.2
19	925781	975939	ENSG00000116017	Q99856	ARID3A	AT-rich interactive domain-containing protein 3A	ARID3A	ARI3A	Q99856	ARID3A.3875.62.1
19	1259384	1274879	ENSG00000099622	Q14011	CIRBP	Cold-inducible RNA-binding protein	CIRBP	CIRBP	Q14011	CIRBP.12724.81.3
19	1286153	1301430	ENSG00000099617	O43921	EFNA2	Ephrin-A2	EFNA2	Ephrin-A2	O43921	EFNA2.14124.6.3
19	1941188	1981337	ENSG00000133275	P78368	CSNK1G2	Casein kinase I isoform gamma-2	CSNK1G2	CSNK1G2	P78368	CSNK1G2.12653.13.3
19	2249308	2252072	ENSG00000104899	P03971	AMH	Muellerian-inhibiting factor	AMH	MIS	P03971	AMH.4923.79.1
19	2269485	2273487	ENSG00000104904	P54368	OAZ1	Ornithine decarboxylase antizyme 1	OAZ1	Ornithine decarboxylase antizyme	P54368	OAZ1.9893.27.3
19	2289774	2308156	ENSG00000220008	P0C6S8	LINGO3	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3	LINGO3	LIGO3	P0C6S8	LINGO3.10827.67.3
19	2754712	2783369	ENSG00000104969	O43765	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	SGTA	SGTA	O43765	SGTA.3868.8.1
19	3572775	3579086	ENSG00000064961	Q9P0W2	HMG20B	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related	HMG20B	HM20B	Q9P0W2	HMG20B.11551.16.3
19	3777971	3802127	ENSG00000007264	P42679	MATK	Megakaryocyte-associated tyrosine-protein kinase	MATK	MATK	P42679	MATK.3823.9.1
19	4229495	4237528	ENSG00000105246	Q14213	IL27 EBI3	Interleukin-27	EBI3	IL-27	Q14213,Q8NEV9	IL27.EBI3.2829.19.2
19	4472284	4502223	ENSG00000167674	Q7Z4V5	HDGFRP2	Hepatoma-derived growth factor-related protein 2	HDGFRP2	HDGR2	Q7Z4V5	HDGFRP2.4553.65.3
19	5158506	5340814	ENSG00000105426	Q13332	PTPRS	Receptor-type tyrosine-protein phosphatase S	PTPRS	PTPRS	Q13332	PTPRS.6049.64.3
19	5455426	5456867	ENSG00000105428	Q8WWF5	ZNRF4	Zinc/RING finger protein 4	ZNRF4	ZNRF4	Q8WWF5	ZNRF4.9467.24.3
19	5691845	5720583	ENSG00000196365	P36776	LONP1	Lon protease homolog, mitochondrial	LONP1	LONM	P36776	LONP1.6398.12.3
19	5842899	5851485	ENSG00000171124	P21217	FUT3	Galactoside 3(4)-L-fucosyltransferase	FUT3	Fucosyltransferase 3	P21217	FUT3.4548.4.2
19	5865837	5903798	ENSG00000130383	Q11128	FUT5	Alpha-(1,3)-fucosyltransferase 5	FUT5	FUT5	Q11128	FUT5.4549.78.2
19	5916150	5978153	ENSG00000031823	Q9H6Z4	RANBP3	Ran-binding protein 3	RANBP3	RANB3	Q9H6Z4	RANBP3.14037.18.3
19	6375159	6379069	ENSG00000125650	O60542	PSPN	Persephin	PSPN	Persephin	O60542	PSPN.2696.87.2
19	6531010	6535931	ENSG00000125657	P41273	TNFSF9	Tumor necrosis factor ligand superfamily member 9	TNFSF9	4-1BB ligand	P41273	TNFSF9.2599.51.2
19	6583194	6604114	ENSG00000125726	P32970	CD70	CD70 antigen	CD70	CD70	P32970	CD70.5807.77.3
19	6583194	6604114	ENSG00000125726	P32970	CD70	CD70 antigen	CD70	CD70	P32970	CD70.8762.38.3
19	6663148	6670599	ENSG00000125735	O43557	TNFSF14	Tumor necrosis factor ligand superfamily member 14	TNFSF14	LIGHT	O43557	TNFSF14.5355.69.3
19	6677715	6730573	ENSG00000125730	P01024	C3	C3a anaphylatoxin des Arginine	C3	C3adesArg	P01024	C3.2755.8.2
19	7112266	7294045	ENSG00000171105	P06213	INSR	Insulin receptor	INSR	IR	P06213	INSR.3448.13.2
19	7580178	7585912	ENSG00000198816	Q9NW07	ZNF358	Zinc finger protein 358	ZNF358	ZN358	Q9NW07	ZNF358.10529.19.3
19	7733930	7735334	ENSG00000104918	Q9HD89	RETN	Resistin	RETN	resistin	Q9HD89	RETN.3046.31.1
19	7741514	7744712	ENSG00000183019	Q8IX19	MCEMP1	Mast cell-expressed membrane protein 1	C19orf59	MCEM1	Q8IX19	MCEMP1.6283.60.3
19	7753644	7767032	ENSG00000104921	P06734	FCER2	Low affinity immunoglobulin epsilon Fc receptor	FCER2	CD23	P06734	FCER2.3291.30.2
19	7804879	7812464	ENSG00000090659	Q9NNX6	CD209	CD209 antigen	CD209	DC-SIGN	Q9NNX6	CD209.3029.52.2
19	7828035	7834491	ENSG00000104938	Q9H2X3	CLEC4M	C-type lectin domain family 4 member M	CLEC4M	DC-SIGNR	Q9H2X3	CLEC4M.3030.3.2
19	8023463	8070543	ENSG00000066044	Q15717	ELAVL1	ELAV-like protein 1	ELAVL1	ELAV1	Q15717	ELAVL1.11592.1.3
19	8117651	8127534	ENSG00000131142	O15444	CCL25	C-C motif chemokine 25	CCL25	TECK	O15444	CCL25.14068.29.3
19	8117651	8127534	ENSG00000131142	O15444	CCL25	C-C motif chemokine 25	CCL25	TECK	O15444	CCL25.2705.5.2
19	8428173	8439257	ENSG00000167772	Q9BY76	ANGPTL4	Angiopoietin-related protein 4	ANGPTL4	ANGL4	Q9BY76	ANGPTL4.3796.79.2
19	8509651	8553998	ENSG00000099783	P52272	HNRNPM	Heterogeneous nuclear ribonucleoprotein M	HNRNPM	HNRPM	P52272	HNRNPM.12783.29.3
19	10225693	10230596	ENSG00000130811	O75821	EIF3G	Eukaryotic translation initiation factor 3 subunit G	EIF3G	EIF3G	O75821	EIF3G.11454.87.3
19	10381511	10397291	ENSG00000090339	P05362	ICAM1	Intercellular adhesion molecule 1	ICAM1	sICAM-1	P05362	ICAM1.4342.10.3
19	10397643	10399198	ENSG00000105371	Q14773	ICAM4	Intercellular adhesion molecule 4	ICAM4	ICAM4	Q14773	ICAM4.6550.4.3
19	10400657	10407454	ENSG00000105376	Q9UMF0	ICAM5	Intercellular adhesion molecule 5	ICAM5	sICAM-5	Q9UMF0	ICAM5.5124.62.3
19	10400657	10407454	ENSG00000105376	Q9UMF0	ICAM5	Intercellular adhesion molecule 5	ICAM5	sICAM-5	Q9UMF0	ICAM5.8245.27.3
19	10444452	10450499	ENSG00000076662	P32942	ICAM3	Intercellular adhesion molecule 3	ICAM3	sICAM-3	P32942	ICAM3.2649.77.2
19	10461209	10491352	ENSG00000105397	P29597	TYK2	Non-receptor tyrosine-protein kinase TYK2	TYK2	TYK2	P29597	TYK2.5260.80.3
19	10764937	10803093	ENSG00000129351	Q12906	ILF3	Interleukin enhancer-binding factor 3	ILF3	DRBP76	Q12906	ILF3.12759.47.3
19	11200038	11244492	ENSG00000130164	P01130	LDLR	Low-density lipoprotein receptor	LDLR	LDLR	P01130	LDLR.13129.40.3
19	11348178	11352619	ENSG00000130173	Q6UXH0	C19orf80	Angiopoietin-like protein 8	C19orf80	TD26	Q6UXH0	C19orf80.7183.102.3
19	11488236	11495018	ENSG00000187266	P19235	EPOR	Erythropoietin receptor	EPOR	EPO-R	P19235	EPOR.2715.25.2
19	11546109	11561783	ENSG00000130175	P14314	PRKCSH	Glucosidase 2 subunit beta	PRKCSH	GLU2B	P14314	PRKCSH.5687.5.3
19	11685475	11689823	ENSG00000102575	P13686	ACP5	Tartrate-resistant acid phosphatase type 5	ACP5	TrATPase	P13686	ACP5.3232.28.2
19	12847953	12859137	ENSG00000198356	O43681	ASNA1	ATPase ASNA1	ASNA1	ASNA	O43681	ASNA1.13620.10.3
19	12936292	12946242	ENSG00000132026	Q9BSG5	RTBDN	Retbindin	RTBDN	RTBDN	Q9BSG5	RTBDN.8613.97.3
19	13049392	13055303	ENSG00000179218	P27797	CALR	Calreticulin	CALR	calreticulin	P27797	CALR.5264.65.3
19	13056669	13064456	ENSG00000179262	P54725	RAD23A	UV excision repair protein RAD23 homolog A	RAD23A	RD23A	P54725	RAD23A.10058.1.3
19	13064972	13068050	ENSG00000179271	Q8TAE8	GADD45GIP1	Growth arrest and DNA damage-inducible proteins-interacting protein 1	GADD45GIP1	G45IP	Q8TAE8	GADD45GIP1.9302.90.3
19	13254872	13261197	ENSG00000104915	O60499	STX10	Syntaxin-10	STX10	STX10	O60499	STX10.12842.43.3
19	14142560	14163743	ENSG00000104998	Q6UWB1	IL27RA	Interleukin-27 receptor subunit alpha	IL27RA	TCCR	Q6UWB1	IL27RA.5132.71.3
19	14202500	14228896	ENSG00000072062	P17612	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	PRKACA	PRKACA	P17612	PRKACA.3466.8.2
19	14491313	14519537	ENSG00000123146	P48960	CD97	CD97 antigen	CD97	CD97	P48960	CD97.2822.56.2
19	14625582	14640582	ENSG00000132002	P25685	DNAJB1	DnaJ homolog subfamily B member 1	DNAJB1	HSP 40	P25685	DNAJB1.3852.19.2
19	16466050	16582896	ENSG00000127527	Q9UBC2	EPS15L1	Epidermal growth factor receptor substrate 15-like 1	EPS15L1	EP15R	Q9UBC2	EPS15L1.4212.5.3
19	17326155	17330638	ENSG00000053501	Q9NZ43	USE1	Vesicle transport protein USE1	USE1	USE1	Q9NZ43	USE1.8057.78.3
19	17403418	17417652	ENSG00000130312	Q9BQ48	MRPL34	39S ribosomal protein L34, mitochondrial	MRPL34	RM34	Q9BQ48	MRPL34.6933.20.3
19	17666403	17693971	ENSG00000130309	Q8NBJ5	COLGALT1	Procollagen galactosyltransferase 1	COLGALT1	GT251	Q8NBJ5	COLGALT1.5638.23.3
19	17712137	17799401	ENSG00000130477	Q9UPW8	UNC13A	Protein unc-13 homolog A	UNC13A	UN13A	Q9UPW8	UNC13A.14052.26.3
19	17927321	17932383	ENSG00000248099	P51460	INSL3	Insulin-like 3	INSL3	INSL3	P51460	INSL3.5723.4.3
19	17982782	18005983	ENSG00000105641	Q92911	SLC5A5	Sodium/iodide cotransporter	SLC5A5	SC5A5	Q92911	SLC5A5.12826.5.3
19	18062102	18110889	ENSG00000105642	Q92952	KCNN1	Small conductance calcium-activated potassium channel protein 1	KCNN1	KCNN1	Q92952	KCNN1.13539.131.3
19	18169805	18209754	ENSG00000096996	P42701	IL12RB1	Interleukin-12 receptor subunit beta-1	IL12RB1	IL-12 Rb1	P42701	IL12RB1.2632.5.2
19	18485541	18499986	ENSG00000130513	Q99988	GDF15	Growth/differentiation factor 15	GDF15	MIC-1	Q99988	GDF15.4374.45.2
19	18553473	18632937	ENSG00000105656	P55199	ELL	RNA polymerase II elongation factor ELL	ELL	ELL	P55199	ELL.11459.81.3
19	18683030	18718551	ENSG00000006016	O75462	CRLF1 CLCF1	Cytokine receptor-like factor 1:Cardiotrophin-like cytokine factor 1 Complex	CRLF1	CLF-1/CLC Complex	O75462,Q9UBD9	CRLF1.CLCF1.2607.54.2
19	18718240	18731849	ENSG00000105696	Q9UK28	TMEM59L	Transmembrane protein 59-like	TMEM59L	TM59L	Q9UK28	TMEM59L.9959.60.3
19	33071974	33078358	ENSG00000105185	O14737	PDCD5	Programmed cell death protein 5	PDCD5	TFAR19	O14737	PDCD5.12517.52.3
19	33087913	33167503	ENSG00000105186	Q96NW4	ANKRD27	Ankyrin repeat domain-containing protein 27	ANKRD27	ANR27	Q96NW4	ANKRD27.12445.50.3
19	33469499	33555794	ENSG00000131941	Q8IUC4	RHPN2	Rhophilin-2	RHPN2	RHPN2	Q8IUC4	RHPN2.11439.88.3
19	34850385	34893061	ENSG00000105220	P06744	GPI	Glucose-6-phosphate isomerase	GPI	PHI	P06744	GPI.4272.46.2
19	35771619	35776046	ENSG00000105697	P81172	HAMP	Hepcidin	HAMP	LEAP-1	P81172	HAMP.3504.58.2
19	35810164	35838258	ENSG00000012124	P20273	CD22	B-cell receptor CD22	CD22	CD22	P20273	CD22.2891.1.3
19	35978226	35986460	ENSG00000188508	P60985	KRTDAP	Keratinocyte differentiation-associated protein	KRTDAP	KTDAP	P60985	KRTDAP.5739.75.3
19	35988122	36004560	ENSG00000161249	Q6E0U4	DMKN	Dermokine	DMKN	Dermokine	Q6E0U4	DMKN.8535.102.3
19	36014269	36019253	ENSG00000189001	Q6UWP8	SBSN	Suprabasin	SBSN	SBSN	Q6UWP8	SBSN.5724.58.3
19	36024314	36036218	ENSG00000105679	O14556	GAPDHS	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific	GAPDHS	G3PT	O14556	GAPDHS.8004.15.3
19	36230058	36233354	ENSG00000126246	Q9H665	IGFLR1	IGF-like family receptor 1	IGFLR1	TM149	Q9H665	IGFLR1.7244.16.3
19	36346763	36358011	ENSG00000126259	Q6UWL6	KIRREL2	Kin of IRRE-like protein 2	KIRREL2	KIRR2	Q6UWL6	KIRREL2.7958.15.3
19	36346763	36358011	ENSG00000126259	Q6UWL6	KIRREL2	Kin of IRRE-like protein 2	KIRREL2	KIRR2	Q6UWL6	KIRREL2.9917.16.3
19	36641824	36643771	ENSG00000161281	P24310	COX7A1	Cytochrome c oxidase subunit 7A1, mitochondrial	COX7A1	CX7A1	P24310	COX7A1.8390.25.3
19	36936021	36980804	ENSG00000186017	Q969W8	ZNF566	Zinc finger protein 566	ZNF566	ZN566	Q969W8	ZNF566.12795.2.3
19	37095719	37119499	ENSG00000161298	Q96SR6	ZNF382	Zinc finger protein 382	ZNF382	ZN382	Q96SR6	ZNF382.14616.16.3
19	38734675	38783254	ENSG00000167642	O43291	SPINT2	Kunitz-type protease inhibitor 2	SPINT2	SPINT2	O43291	SPINT2.2843.13.2
19	39261611	39264132	ENSG00000205076	P47929	LGALS7	Galectin-7	LGALS7	Galectin-7	P47929	LGALS7.9196.8.3
19	39261611	39264132	ENSG00000205076	P47929	LGALS7	Galectin-7	LGALS7	Galectin-7	P47929	LGALS7.9400.40.3
19	39279851	39282389	ENSG00000178934	P47929	LGALS7	Galectin-7	LGALS7B	Galectin-7	P47929	LGALS7.9196.8.3
19	39279851	39282389	ENSG00000178934	P47929	LGALS7	Galectin-7	LGALS7B	Galectin-7	P47929	LGALS7.9400.40.3
19	39292311	39304004	ENSG00000171747	P56470	LGALS4	Galectin-4	LGALS4	Galectin-4	P56470	LGALS4.2982.82.2
19	39369197	39390502	ENSG00000068903	Q8IXJ6	SIRT2	NAD-dependent protein deacetylase sirtuin-2	SIRT2	SIRT2	Q8IXJ6	SIRT2.5030.52.1
19	39405906	39440495	ENSG00000104835	Q9NP81	SARS2	Serine--tRNA ligase, mitochondrial	SARS2	SYSM	Q9NP81	SARS2.12348.46.3
19	39616410	39673456	ENSG00000130669	O96013	PAK4	Serine/threonine-protein kinase PAK 4	PAK4	PAK4	O96013	PAK4.13719.19.3
19	39759154	39760732	ENSG00000183709	Q8IZJ0	IFNL2	Interferon lambda-2	IFNL2	IFN-lambda 2	Q8IZJ0	IFNL2.4397.26.2
19	39786965	39789313	ENSG00000182393	Q8IU54	IFNL1	Interferon lambda-1	IFNL1	IFN-lambda 1	Q8IU54	IFNL1.13734.22.3
19	39786965	39789313	ENSG00000182393	Q8IU54	IFNL1	Interferon lambda-1	IFNL1	IFN-lambda 1	Q8IU54	IFNL1.4396.54.1
19	39797208	39805976	ENSG00000128011	Q9P244	LRFN1	Leucine-rich repeat and fibronectin type III domain-containing protein 1	LRFN1	LRFN1	Q9P244	LRFN1.7910.41.3
19	39818993	39833012	ENSG00000130755	O60234	GMFG	Glia maturation factor gamma	GMFG	GMFG	O60234	GMFG.13062.4.3
19	40221890	40228668	ENSG00000105205	Q05315	CLC	Galectin-10	CLC	LPPL	Q05315	CLC.11094.104.3
19	40721965	40724306	ENSG00000174521	Q8N6N2	TTC9B	Tetratricopeptide repeat protein 9B	TTC9B	TTC9B	Q8N6N2	TTC9B.9386.42.3
19	40736224	40791443	ENSG00000105221	P31751	AKT1 AKT2 AKT3	RAC-alpha/beta/gamma serine/threonine-protein kinase	AKT2	PKB a/b/g	P31749,P31751,Q9Y243	AKT1.AKT2.AKT3.2867.52.2
19	40736224	40791443	ENSG00000105221	P31751	AKT1 AKT2 AKT3	RAC-alpha/beta/gamma serine/threonine-protein kinase	AKT2	PKB a/b/g	P31749,P31751,Q9Y243	AKT1.AKT2.AKT3.3392.68.2
19	40736224	40791443	ENSG00000105221	P31751	AKT2	RAC-beta serine/threonine-protein kinase	AKT2	PKB beta	P31751	AKT2.14685.17.3
19	40736224	40791443	ENSG00000105221	P31751	AKT2	RAC-beta serine/threonine-protein kinase	AKT2	PKB beta	P31751	AKT2.5360.9.2
19	40854363	40886346	ENSG00000105223	Q8IV08	PLD3	Phospholipase D3	PLD3	PLD3	Q8IV08	PLD3.10948.14.3
19	41098789	41135725	ENSG00000090006	Q8N2S1	LTBP4	Latent-transforming growth factor beta-binding protein 4	LTBP4	LTBP4	Q8N2S1	LTBP4.13133.73.3
19	41197434	41224112	ENSG00000123815	Q96D53	ADCK4	AarF domain-containing protein kinase 4	ADCK4	ADCK4	Q96D53	ADCK4.9794.17.3
19	41256542	41271294	ENSG00000077312	P09012	SNRPA	U1 small nuclear ribonucleoprotein A	SNRPA	SNRPA	P09012	SNRPA.12678.66.3
19	41277553	41283395	ENSG00000261857	Q16674	MIA	Melanoma-derived growth regulatory protein	MIA	MIA	Q16674	MIA.2687.2.1
19	41807492	41859816	ENSG00000105329	P01137	TGFB1	Transforming growth factor beta-1	TGFB1	TGF-b1	P01137	TGFB1.2333.72.1
19	41931264	41934635	ENSG00000177191	Q7Z7M8	B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8	B3GNT8	B3GN8	Q7Z7M8	B3GNT8.9297.12.3
19	42055886	42093197	ENSG00000007129	Q3KPI0	CEACAM21	Carcinoembryonic antigen-related cell adhesion molecule 21	CEACAM21	CEA21	Q3KPI0	CEACAM21.7204.1.3
19	42125344	42133442	ENSG00000105352	O75871	CEACAM4	Carcinoembryonic antigen-related cell adhesion molecule 4	CEACAM4	CEAM4	O75871	CEACAM4.10910.6.3
19	42381190	42385439	ENSG00000105369	P11912	CD79A	B-cell antigen receptor complex-associated protein alpha chain	CD79A	CD79A	P11912	CD79A.7796.10.3
19	42387228	42434302	ENSG00000076928	Q92888	ARHGEF1	Rho guanine nucleotide exchange factor 1	ARHGEF1	ARHG1	Q92888	ARHGEF1.13976.9.3
19	43011456	43065386	ENSG00000079385	P13688	CEACAM1	Carcinoembryonic antigen-related cell adhesion molecule 1	CEACAM1	CEACAM1	P13688	CEACAM1.8031.11.3
19	43225790	43244721	ENSG00000221826	Q16557	PSG3	Pregnancy-specific beta-1-glycoprotein 3	PSG3	PSG3	Q16557	PSG3.6444.15.3
19	43256838	43359843	ENSG00000124467	Q9UQ74	PSG8	Pregnancy-specific beta-1-glycoprotein 8	PSG8	PSG8	Q9UQ74	PSG8.6238.55.3
19	43406231	43423715	ENSG00000170848	Q00889	PSG6	Pregnancy-specific beta-1-glycoprotein 6	PSG6	PSG6	Q00889	PSG6.6456.17.3
19	43428286	43441330	ENSG00000221878	Q13046	PSG7	Putative pregnancy-specific beta-1-glycoprotein 7	PSG7	PSG7	Q13046	PSG7.5651.50.3
19	43511808	43530664	ENSG00000243130	Q9UQ72	PSG11	Pregnancy-specific beta-1-glycoprotein 11	PSG11	PSG11	Q9UQ72	PSG11.7846.44.3
19	43568363	43587197	ENSG00000242221	P11465	PSG2	Pregnancy-specific beta-1-glycoprotein 2	PSG2	PSG2	P11465	PSG2.6405.74.3
19	43670408	43690688	ENSG00000204941	Q15238	PSG5	Pregnancy-specific beta-1-glycoprotein 5	PSG5	PSG5	Q15238	PSG5.9314.9.3
19	43696854	43711451	ENSG00000243137	Q00888	PSG4	Pregnancy-specific beta-1-glycoprotein 4	PSG4	PSG4	Q00888	PSG4.5649.83.3
19	43715943	43773682	ENSG00000183668	Q00887	PSG9	Pregnancy-specific beta-1-glycoprotein 9	PSG9	PSG9	Q00887	PSG9.9335.28.3
19	43857811	43867480	ENSG00000204936	Q8N6Q3	CD177	CD177 antigen	CD177	CD177	Q8N6Q3	CD177.13116.25.3
19	43964939	43969812	ENSG00000124466	O95274	LYPD3	Ly6/PLAUR domain-containing protein 3	LYPD3	LYPD3	O95274	LYPD3.13107.9.3
19	44010871	44031396	ENSG00000105755	O95571	ETHE1	Persulfide dioxygenase ETHE1, mitochondrial	ETHE1	ETHE1	O95571	ETHE1.3847.56.2
19	44047192	44084625	ENSG00000073050	P18887	XRCC1	DNA repair protein XRCC1	XRCC1	XRCC1	P18887	XRCC1.12535.2.3
19	44126520	44143991	ENSG00000105767	Q8NFZ8	CADM4	Cell adhesion molecule 4	CADM4	CADM4	Q8NFZ8	CADM4.8619.12.3
19	44150247	44174699	ENSG00000011422	Q03405	PLAUR	Urokinase plasminogen activator surface receptor	PLAUR	suPAR	Q03405	PLAUR.2652.15.1
19	44979854	45004576	ENSG00000167384	Q9UJW8	ZNF180	Zinc finger protein 180	ZNF180	ZN180	Q9UJW8	ZNF180.12771.19.3
19	45147098	45166850	ENSG00000073008	P15151	PVR	Poliovirus receptor	PVR	Poliovirus receptor	P15151	PVR.8064.125.3
19	45312328	45324673	ENSG00000187244	P50895	BCAM	Basal Cell Adhesion Molecule	BCAM	BCAM	P50895	BCAM.2816.50.2
19	45349432	45392485	ENSG00000130202	Q92692	PVRL2	Nectin-2	PVRL2	Nectin-2	Q92692	PVRL2.6245.4.3
19	45409011	45412650	ENSG00000130203	P02649	APOE	Apolipoprotein E (isoform E3)	APOE	Apo E3	P02649	APOE.2937.10.2
19	45409011	45412650	ENSG00000130203	P02649	APOE	Apolipoprotein E (isoform E2)	APOE	Apo E2	P02649	APOE.5312.49.3
19	45504688	45541452	ENSG00000104856	Q01201	RELB	Transcription factor RelB	RELB	RELB	Q01201	RELB.11464.9.3
19	45809672	45826235	ENSG00000104879	P06732	CKM	Creatine kinase M-type	CKM	CK-MM	P06732	CKM.2670.67.4
19	45910591	45982086	ENSG00000012061	P07992	ERCC1	DNA excision repair protein ERCC-1	ERCC1	ERCC1	P07992	ERCC1.12585.39.3
19	46195741	46207247	ENSG00000011478	Q9NXS2	QPCTL	Glutaminyl-peptide cyclotransferase-like protein	QPCTL	QPCTL	Q9NXS2	QPCTL.8866.53.3
19	46272975	46285810	ENSG00000104936	Q09013	DMPK	Myotonin-protein kinase	DMPK	DMPK	Q09013	DMPK.9010.3.3
19	46522411	46526323	ENSG00000008438	O75594	PGLYRP1	Peptidoglycan recognition protein 1	PGLYRP1	PGRP-S	O75594	PGLYRP1.3329.14.2
19	46543006	46580376	ENSG00000204869	Q6B9Z1	IGFL4	Insulin growth factor-like family member 4	IGFL4	IGFL4	Q6B9Z1	IGFL4.6353.60.3
19	46623328	46627931	ENSG00000188624	Q6UXB1	IGFL3	Insulin growth factor-like family member 3	IGFL3	IGFL3	Q6UXB1	IGFL3.6961.14.3
19	48373723	48389654	ENSG00000105398	Q06520	SULT2A1	Bile salt sulfotransferase	SULT2A1	SULT 2A1	Q06520	SULT2A1.9829.91.3
19	48972289	48985571	ENSG00000105443	Q99418	CYTH2	Cytohesin-2	CYTH2	CYH2	Q99418	CYTH2.12533.135.3
19	49122548	49133974	ENSG00000063176	Q9NRA0	SPHK2	Sphingosine kinase 2	SPHK2	SPHK2	Q9NRA0	SPHK2.4468.21.2
